,postal_code,yelp_dollar_1,yelp_dollar_2,yelp_dollar_3,yelp_dollar_4,Total_Business,STATE,income_level_1,income_level_2,income_level_3,income_level_4,income_level_5,income_level_6
295,45157,0,1,0,0,1,OH,1540.0,1060.0,650.0,450.0,590.0,150.0
296,45612,1,2,0,0,3,OH,830.0,560.0,300.0,130.0,110.0,0.0
297,46501,0,2,0,0,2,IN,660.0,490.0,250.0,160.0,130.0,0.0
298,46773,1,1,0,0,2,IN,610.0,440.0,300.0,230.0,170.0,30.0
299,46960,1,0,0,0,1,IN,210.0,150.0,80.0,50.0,40.0,0.0
300,47250,25,19,5,1,50,IN,4020.0,2550.0,1420.0,930.0,980.0,210.0
301,53207,1,0,0,0,1,WI,5700.0,5540.0,3410.0,1970.0,2020.0,230.0
302,53508,4,4,0,1,9,WI,660.0,610.0,460.0,360.0,510.0,80.0
303,53515,0,7,0,0,7,WI,330.0,270.0,220.0,170.0,210.0,60.0
304,53517,0,1,0,0,1,WI,280.0,190.0,140.0,110.0,190.0,50.0
305,53521,1,1,1,0,3,WI,500.0,380.0,270.0,240.0,390.0,80.0
306,53527,4,9,4,1,18,WI,1370.0,930.0,760.0,630.0,1300.0,270.0
307,53528,7,11,0,0,18,WI,800.0,650.0,450.0,390.0,660.0,190.0
308,53529,0,2,1,0,3,WI,270.0,260.0,140.0,130.0,210.0,50.0
309,53532,11,12,5,1,29,WI,1910.0,1540.0,1050.0,1010.0,1570.0,260.0
310,53558,10,19,1,0,30,WI,1530.0,1110.0,860.0,790.0,1450.0,330.0
311,53562,59,113,20,5,197,WI,3520.0,2960.0,2030.0,1460.0,2830.0,1670.0
312,53572,7,14,2,0,23,WI,1410.0,1020.0,680.0,560.0,1060.0,260.0
313,53575,11,21,1,0,33,WI,2020.0,1500.0,1170.0,920.0,1910.0,540.0
314,53589,17,38,7,1,63,WI,3040.0,2340.0,1510.0,1210.0,1740.0,340.0
315,53590,48,83,9,1,141,WI,5360.0,4620.0,3110.0,2450.0,3990.0,870.0
316,53593,25,39,3,0,67,WI,2820.0,1960.0,1610.0,1320.0,3220.0,1560.0
317,53597,23,20,1,2,46,WI,2420.0,1610.0,1070.0,1010.0,2350.0,1060.0
318,53598,3,4,2,0,9,WI,390.0,390.0,260.0,190.0,350.0,60.0
319,53703,104,206,38,10,358,WI,5400.0,3780.0,1950.0,1120.0,1420.0,510.0
320,53704,95,170,34,4,303,WI,8040.0,7490.0,4080.0,2370.0,2550.0,610.0
321,53705,40,74,6,2,122,WI,3270.0,2620.0,1830.0,1240.0,2410.0,1240.0
322,53706,8,7,1,0,16,WI,150.0,30.0,0.0,0.0,0.0,0.0
323,53711,51,98,20,4,173,WI,6540.0,5200.0,3590.0,2790.0,4840.0,1910.0
324,53713,32,69,7,4,112,WI,4700.0,4110.0,1460.0,600.0,560.0,160.0
325,53714,12,17,4,2,35,WI,2950.0,2760.0,1580.0,910.0,790.0,70.0
326,53715,32,67,6,4,109,WI,1850.0,970.0,530.0,320.0,320.0,80.0
327,53716,48,58,17,2,125,WI,2930.0,2620.0,1750.0,1350.0,1570.0,300.0
328,53717,26,54,13,2,95,WI,1560.0,1300.0,1020.0,770.0,1320.0,640.0
329,53718,20,27,4,1,52,WI,1780.0,2180.0,1600.0,1150.0,1390.0,210.0
330,53719,66,112,34,6,218,WI,3970.0,4340.0,2860.0,1930.0,3020.0,590.0
331,53726,4,8,1,0,13,WI,760.0,310.0,170.0,100.0,370.0,270.0
332,53965,0,1,0,0,1,WI,2930.0,1440.0,720.0,450.0,480.0,120.0
333,54558,0,0,1,0,1,WI,420.0,300.0,170.0,100.0,130.0,40.0
334,56288,0,0,1,0,1,MN,660.0,480.0,340.0,300.0,450.0,180.0
335,58054,1,0,0,0,1,ND,470.0,350.0,290.0,220.0,200.0,30.0
336,60007,0,1,0,0,1,IL,5420.0,4050.0,2880.0,2040.0,3340.0,730.0
337,60191,0,1,0,0,1,IL,2560.0,1990.0,1220.0,790.0,1020.0,230.0
338,61801,44,89,16,2,151,IL,3790.0,2240.0,970.0,540.0,850.0,320.0
339,61802,13,30,7,0,50,IL,3560.0,2520.0,1200.0,670.0,900.0,270.0
340,61820,128,241,31,2,402,IL,4550.0,2630.0,1040.0,560.0,600.0,160.0
341,61821,41,72,9,2,124,IL,5390.0,3600.0,2020.0,1220.0,1460.0,500.0
342,61822,51,76,8,2,137,IL,3090.0,2230.0,1610.0,1180.0,2320.0,1150.0
343,61847,0,0,1,0,1,IL,150.0,150.0,100.0,60.0,110.0,0.0
344,61849,2,1,0,0,3,IL,230.0,210.0,170.0,120.0,110.0,20.0
345,61853,7,12,1,2,22,IL,1780.0,1030.0,830.0,790.0,1450.0,420.0
346,61854,0,1,0,0,1,IL,250.0,160.0,110.0,90.0,130.0,0.0
347,61856,6,10,0,1,17,IL,1130.0,690.0,540.0,470.0,780.0,180.0
348,61858,2,2,1,0,5,IL,480.0,350.0,260.0,190.0,210.0,0.0
349,61859,0,3,0,0,3,IL,150.0,150.0,90.0,80.0,110.0,0.0
350,61864,0,2,0,0,2,IL,240.0,190.0,120.0,120.0,170.0,30.0
351,61866,8,18,2,0,28,IL,2880.0,1900.0,770.0,400.0,340.0,40.0
352,61871,1,0,0,0,1,IL,40.0,40.0,50.0,0.0,30.0,0.0
353,61873,2,7,1,0,10,IL,720.0,500.0,460.0,430.0,620.0,80.0
354,61874,15,25,4,0,44,IL,1060.0,800.0,500.0,390.0,800.0,220.0
355,61878,0,1,0,0,1,IL,230.0,220.0,120.0,90.0,70.0,0.0
356,61880,1,0,0,0,1,IL,610.0,430.0,330.0,260.0,360.0,40.0
357,61953,5,13,1,0,19,IL,1070.0,730.0,470.0,350.0,390.0,70.0
358,63112,1,0,0,0,1,MO,3950.0,1980.0,780.0,370.0,490.0,190.0
359,67487,1,7,3,1,12,KS,220.0,150.0,100.0,80.0,60.0,0.0
360,71854,1,0,0,0,1,AR,6360.0,3650.0,1810.0,1200.0,1180.0,260.0
361,77384,0,1,0,0,1,TX,2260.0,1630.0,1250.0,850.0,2050.0,1000.0
362,79336,0,1,0,0,1,TX,2640.0,1610.0,910.0,610.0,710.0,140.0
363,80428,0,2,3,1,6,CO,90.0,80.0,50.0,40.0,80.0,0.0
364,81058,0,1,0,0,1,CO,160.0,110.0,40.0,40.0,0.0,0.0
365,83539,2,0,0,0,2,ID,310.0,220.0,130.0,50.0,40.0,0.0
366,85003,58,113,13,2,186,AZ,1330.0,960.0,490.0,320.0,530.0,270.0
367,85004,122,250,34,7,413,AZ,990.0,740.0,440.0,240.0,350.0,200.0
368,85006,43,79,9,5,136,AZ,4660.0,3060.0,1070.0,450.0,370.0,70.0
369,85007,44,66,11,1,122,AZ,2560.0,1400.0,490.0,260.0,390.0,200.0
370,85008,59,115,29,0,203,AZ,11250.0,7880.0,2310.0,870.0,700.0,130.0
371,85009,57,86,16,2,161,AZ,9170.0,5360.0,980.0,220.0,160.0,50.0
372,85012,48,91,15,2,156,AZ,1010.0,950.0,530.0,310.0,550.0,450.0
373,85013,70,124,15,3,212,AZ,2970.0,2780.0,1550.0,870.0,1110.0,520.0
374,85014,76,120,26,3,225,AZ,4200.0,3780.0,1790.0,900.0,1090.0,400.0
375,85015,44,91,15,3,153,AZ,7900.0,4680.0,1580.0,730.0,630.0,70.0
376,85016,189,341,68,16,614,AZ,5380.0,4910.0,2540.0,1390.0,2060.0,1280.0
377,85017,55,87,11,5,158,AZ,8260.0,4430.0,970.0,280.0,170.0,0.0
378,85018,150,285,49,9,493,AZ,4870.0,3680.0,2160.0,1300.0,2600.0,2590.0
379,85019,22,32,2,3,59,AZ,5380.0,3450.0,930.0,310.0,150.0,20.0
380,85020,103,171,39,7,320,AZ,5340.0,4210.0,2270.0,1310.0,1860.0,980.0
381,85021,44,86,7,4,141,AZ,7060.0,4240.0,1630.0,960.0,1470.0,820.0
382,85022,118,201,33,8,360,AZ,7980.0,6490.0,3170.0,1920.0,2720.0,830.0
383,85023,50,94,22,6,172,AZ,5580.0,4410.0,2080.0,1230.0,1570.0,470.0
384,85024,45,85,9,4,143,AZ,3400.0,2980.0,1940.0,1380.0,2000.0,350.0
385,85027,108,195,37,8,348,AZ,5750.0,5540.0,3060.0,1720.0,1490.0,150.0
386,85028,69,94,18,2,183,AZ,2590.0,1780.0,1330.0,1120.0,2210.0,1060.0
387,85029,56,118,17,2,193,AZ,8310.0,6260.0,2570.0,1230.0,940.0,150.0
388,85031,14,36,8,3,61,AZ,6320.0,4030.0,870.0,240.0,100.0,0.0
389,85032,221,417,72,18,728,AZ,11220.0,8510.0,4570.0,2650.0,3270.0,640.0
390,85033,36,69,8,2,115,AZ,11070.0,7670.0,1790.0,520.0,230.0,0.0
391,85034,78,175,30,7,290,AZ,1050.0,630.0,230.0,90.0,60.0,30.0
392,85035,16,47,5,2,70,AZ,10120.0,7290.0,1600.0,370.0,130.0,0.0
393,85037,33,62,15,0,110,AZ,8460.0,7120.0,2580.0,1030.0,610.0,30.0
394,85040,57,79,9,2,147,AZ,6040.0,3910.0,1030.0,350.0,210.0,40.0
395,85041,18,47,2,2,69,AZ,10430.0,8230.0,2990.0,1300.0,1080.0,140.0
396,85042,33,59,16,4,112,AZ,7160.0,5770.0,2320.0,1120.0,1340.0,350.0
397,85043,32,41,5,3,81,AZ,5210.0,4610.0,1770.0,690.0,400.0,40.0
398,85044,111,192,32,7,342,AZ,5270.0,4990.0,3180.0,2140.0,3190.0,1140.0
399,85045,4,4,2,0,10,AZ,670.0,430.0,360.0,370.0,910.0,590.0
400,85048,58,110,18,3,189,AZ,4020.0,2880.0,2090.0,1730.0,3590.0,1860.0
401,85050,73,103,13,3,192,AZ,3440.0,2500.0,1940.0,1510.0,2960.0,1570.0
402,85051,59,137,36,7,239,AZ,8620.0,5870.0,2010.0,910.0,640.0,60.0
403,85053,43,81,15,3,142,AZ,5250.0,4220.0,1950.0,1090.0,970.0,110.0
404,85054,46,73,12,2,133,AZ,740.0,790.0,630.0,450.0,710.0,320.0
405,85083,7,14,5,0,26,AZ,1850.0,1110.0,960.0,940.0,2280.0,840.0
406,85085,54,119,11,4,188,AZ,2320.0,2090.0,1550.0,1190.0,2620.0,880.0
407,85086,50,99,15,4,168,AZ,4500.0,2960.0,2270.0,2140.0,4030.0,1260.0
408,85087,0,5,0,0,5,AZ,1140.0,670.0,540.0,490.0,850.0,190.0
409,85119,0,1,0,0,1,AZ,3000.0,2210.0,1210.0,770.0,810.0,160.0
410,85120,1,1,1,0,3,AZ,4750.0,3250.0,1520.0,740.0,500.0,50.0
411,85139,0,1,0,0,1,AZ,2410.0,2190.0,1130.0,680.0,630.0,60.0
412,85140,3,9,1,0,13,AZ,4070.0,3820.0,2650.0,1750.0,1810.0,230.0
413,85142,1,5,0,0,6,AZ,7030.0,5260.0,3950.0,3260.0,5050.0,1250.0
414,85143,11,9,1,0,21,AZ,4450.0,4150.0,2710.0,1540.0,1310.0,120.0
415,85201,120,220,46,9,395,AZ,9400.0,6790.0,2290.0,950.0,750.0,130.0
416,85202,89,195,20,5,309,AZ,7250.0,5850.0,2320.0,1250.0,1380.0,200.0
417,85203,52,104,18,4,178,AZ,5950.0,4290.0,1950.0,1200.0,1440.0,340.0
418,85204,131,265,39,6,441,AZ,10590.0,8330.0,3280.0,1600.0,1190.0,160.0
419,85205,74,116,15,3,208,AZ,6400.0,4600.0,2570.0,1680.0,1930.0,540.0
420,85206,136,213,37,3,389,AZ,5220.0,4520.0,2460.0,1430.0,1400.0,220.0
421,85207,31,68,9,2,110,AZ,6170.0,4350.0,2710.0,1970.0,3510.0,1410.0
422,85208,16,32,7,1,56,AZ,5680.0,4200.0,2320.0,1270.0,960.0,100.0
423,85209,55,117,22,2,196,AZ,5330.0,4290.0,2850.0,1890.0,2450.0,360.0
424,85210,143,244,37,10,434,AZ,7290.0,5380.0,1840.0,920.0,860.0,110.0
425,85212,46,73,17,5,141,AZ,3940.0,2760.0,2240.0,2060.0,3390.0,460.0
426,85213,34,81,15,1,131,AZ,4510.0,3270.0,1950.0,1350.0,2360.0,850.0
427,85215,57,118,19,5,199,AZ,2320.0,1570.0,1160.0,850.0,1350.0,430.0
428,85224,170,311,54,12,547,AZ,6500.0,6200.0,3770.0,2400.0,2850.0,620.0
429,85225,123,211,43,12,389,AZ,11510.0,9310.0,4750.0,2720.0,3280.0,560.0
430,85226,200,290,58,11,559,AZ,4990.0,4380.0,2850.0,2100.0,3420.0,1050.0
431,85233,90,166,33,8,297,AZ,4960.0,4100.0,2720.0,1990.0,3240.0,780.0
432,85234,70,138,21,4,233,AZ,6360.0,4530.0,3030.0,2440.0,4130.0,1270.0
433,85248,74,92,17,2,185,AZ,3980.0,3080.0,2350.0,1910.0,3730.0,1750.0
434,85249,41,84,20,1,146,AZ,4640.0,2530.0,2080.0,1930.0,5010.0,2530.0
435,85250,62,126,20,7,215,AZ,2390.0,2050.0,1490.0,1070.0,1440.0,610.0
436,85251,378,665,95,26,1164,AZ,6190.0,5400.0,3140.0,1800.0,2440.0,1480.0
437,85253,65,124,24,5,218,AZ,1690.0,940.0,680.0,510.0,1110.0,3150.0
438,85254,170,293,61,13,537,AZ,5640.0,3760.0,2990.0,2610.0,5160.0,2770.0
439,85255,122,219,40,6,387,AZ,4080.0,2370.0,1960.0,1730.0,4490.0,5400.0
440,85256,13,30,3,2,48,AZ,1040.0,510.0,280.0,150.0,140.0,0.0
441,85257,83,167,27,7,284,AZ,4940.0,4260.0,2480.0,1380.0,1610.0,320.0
442,85258,113,225,35,9,382,AZ,2900.0,2070.0,1670.0,1330.0,2690.0,1910.0
443,85259,34,60,10,7,111,AZ,2460.0,1540.0,1150.0,880.0,2120.0,2410.0
444,85260,260,494,78,20,852,AZ,4720.0,3570.0,2760.0,1940.0,3550.0,2340.0
445,85262,7,24,3,1,35,AZ,900.0,560.0,470.0,450.0,1340.0,1660.0
446,85264,2,5,1,0,8,AZ,140.0,230.0,140.0,70.0,80.0,30.0
447,85266,18,29,2,0,49,AZ,1010.0,530.0,450.0,430.0,1280.0,1350.0
448,85268,58,90,10,10,168,AZ,2800.0,1960.0,1540.0,1210.0,2290.0,1150.0
449,85281,266,497,85,16,864,AZ,10220.0,6390.0,2310.0,1050.0,1000.0,320.0
450,85282,170,279,55,13,517,AZ,8890.0,7350.0,3460.0,1990.0,2340.0,420.0
451,85283,102,199,32,7,340,AZ,7390.0,6390.0,3150.0,1830.0,2280.0,550.0
452,85284,99,175,37,6,317,AZ,2100.0,1520.0,1140.0,970.0,2320.0,1570.0
453,85286,91,174,24,6,295,AZ,4520.0,3200.0,2330.0,2120.0,4570.0,1720.0
454,85295,119,222,32,10,383,AZ,5020.0,3900.0,2920.0,2430.0,3930.0,1160.0
455,85296,101,173,30,4,308,AZ,5010.0,3940.0,3140.0,2490.0,4150.0,1060.0
456,85297,80,135,20,6,241,AZ,3210.0,2170.0,1780.0,1700.0,3200.0,910.0
457,85298,24,36,2,5,67,AZ,3180.0,1890.0,1810.0,1830.0,4400.0,1510.0
458,85301,66,104,15,4,189,AZ,12880.0,7230.0,1760.0,540.0,370.0,30.0
459,85302,41,80,13,5,139,AZ,7090.0,5450.0,2310.0,1270.0,1000.0,80.0
460,85303,16,17,5,1,39,AZ,5840.0,4330.0,1620.0,760.0,590.0,80.0
461,85304,22,42,2,0,66,AZ,4140.0,3350.0,1860.0,1200.0,1420.0,200.0
462,85305,41,80,13,2,136,AZ,1830.0,1700.0,860.0,550.0,680.0,90.0
463,85306,51,94,11,0,156,AZ,3920.0,3100.0,1730.0,980.0,1030.0,150.0
464,85307,15,8,8,0,31,AZ,1440.0,1440.0,570.0,310.0,240.0,30.0
465,85308,263,447,62,19,791,AZ,8810.0,7330.0,4710.0,3340.0,5000.0,1110.0
466,85310,22,57,13,2,94,AZ,2360.0,1690.0,1380.0,1130.0,2030.0,600.0
467,85323,50,110,17,2,179,AZ,6730.0,5760.0,2470.0,1090.0,800.0,70.0
468,85324,0,1,0,0,1,AZ,480.0,310.0,150.0,90.0,90.0,0.0
469,85326,31,62,8,6,107,AZ,7740.0,7430.0,3860.0,2110.0,1810.0,160.0
470,85331,66,112,21,3,202,AZ,3250.0,1800.0,1380.0,1410.0,3440.0,1880.0
471,85335,8,32,8,2,50,AZ,5600.0,4960.0,1940.0,880.0,460.0,30.0
472,85337,0,1,0,0,1,AZ,420.0,350.0,90.0,40.0,40.0,0.0
473,85338,84,147,25,7,263,AZ,6670.0,5840.0,3790.0,2680.0,3270.0,490.0
474,85339,28,55,9,0,92,AZ,6300.0,5440.0,2990.0,1790.0,1820.0,220.0
475,85340,32,75,10,2,119,AZ,3520.0,2700.0,1830.0,1490.0,2660.0,810.0
476,85345,61,100,16,5,182,AZ,9500.0,7970.0,3980.0,2040.0,1620.0,110.0
477,85351,33,63,15,1,112,AZ,5580.0,3600.0,2260.0,1230.0,1110.0,150.0
478,85353,20,51,6,3,80,AZ,6070.0,5660.0,2410.0,1170.0,650.0,50.0
479,85354,0,1,0,0,1,AZ,1000.0,730.0,330.0,210.0,200.0,0.0
480,85355,2,7,1,0,10,AZ,1260.0,990.0,800.0,670.0,1030.0,180.0
481,85361,0,1,1,0,2,AZ,1000.0,660.0,370.0,220.0,310.0,30.0
482,85363,13,17,2,2,34,AZ,1220.0,920.0,380.0,160.0,100.0,0.0
483,85373,6,13,2,0,21,AZ,2720.0,1930.0,1420.0,990.0,1050.0,110.0
484,85374,70,142,23,4,239,AZ,5470.0,4640.0,3130.0,2110.0,2250.0,310.0
485,85375,9,32,1,3,45,AZ,3840.0,2930.0,2360.0,1790.0,2120.0,350.0
486,85377,10,27,3,1,41,AZ,390.0,270.0,190.0,170.0,440.0,380.0
487,85379,19,44,8,1,72,AZ,5330.0,4510.0,3160.0,2240.0,2600.0,300.0
488,85381,69,138,23,6,236,AZ,3680.0,3090.0,1940.0,1340.0,1900.0,350.0
489,85382,124,181,39,5,349,AZ,5600.0,4530.0,3080.0,2310.0,3280.0,510.0
490,85383,75,87,14,3,179,AZ,5320.0,3450.0,2890.0,2900.0,6760.0,2450.0
491,85387,2,4,1,0,7,AZ,1330.0,1090.0,860.0,700.0,940.0,180.0
492,85388,22,33,4,3,62,AZ,3110.0,2710.0,1910.0,1500.0,1700.0,150.0
493,85392,43,70,10,0,123,AZ,5370.0,4760.0,2700.0,1620.0,1780.0,200.0
494,85395,56,109,21,6,192,AZ,2920.0,2340.0,1750.0,1710.0,3300.0,790.0
495,85396,8,12,4,0,24,AZ,2070.0,1800.0,1360.0,1240.0,1970.0,400.0
496,85541,0,1,0,0,1,AZ,3710.0,2170.0,1290.0,850.0,890.0,230.0
497,85545,0,2,1,0,3,AZ,70.0,40.0,30.0,30.0,0.0,0.0
498,85932,0,1,0,0,1,AZ,40.0,40.0,40.0,0.0,20.0,0.0
499,85935,1,0,0,0,1,AZ,690.0,420.0,260.0,230.0,290.0,60.0
500,89002,22,37,7,1,67,NV,4530.0,3470.0,2520.0,1950.0,3050.0,570.0
501,89004,1,3,1,0,5,NV,40.0,40.0,30.0,20.0,50.0,0.0
502,89005,48,77,15,1,141,NV,2170.0,1520.0,1080.0,760.0,1190.0,340.0
503,89011,61,113,10,3,187,NV,3870.0,3570.0,1960.0,1220.0,1650.0,580.0
504,89012,70,144,19,6,239,NV,4120.0,3370.0,2530.0,1870.0,2960.0,1180.0
505,89013,0,2,0,0,2,NV,60.0,40.0,20.0,30.0,0.0,0.0
506,89014,162,278,53,10,503,NV,6780.0,5630.0,2820.0,1630.0,1960.0,450.0
507,89015,64,114,22,7,207,NV,6600.0,4820.0,2550.0,1600.0,1790.0,310.0
508,89018,0,1,0,0,1,NV,120.0,90.0,60.0,30.0,50.0,0.0
509,89019,2,0,0,0,2,NV,480.0,350.0,110.0,80.0,80.0,0.0
510,89030,56,126,19,5,206,NV,10890.0,6670.0,1520.0,380.0,150.0,20.0
511,89031,50,90,20,3,163,NV,10750.0,9820.0,5100.0,2960.0,2700.0,210.0
512,89032,73,96,25,4,198,NV,7900.0,6820.0,2880.0,1390.0,1040.0,70.0
513,89040,1,0,0,0,1,NV,430.0,280.0,210.0,150.0,210.0,0.0
514,89044,13,30,2,1,46,NV,2090.0,1740.0,1620.0,1370.0,2550.0,960.0
515,89046,0,1,0,0,1,NV,100.0,60.0,20.0,20.0,20.0,0.0
516,89052,154,232,47,8,441,NV,6580.0,4900.0,3690.0,2880.0,5340.0,2760.0
517,89074,122,200,44,12,378,NV,7570.0,6200.0,3970.0,2540.0,3610.0,1240.0
518,89081,19,32,7,1,59,NV,5580.0,5300.0,2570.0,1410.0,1250.0,100.0
519,89084,19,32,6,0,57,NV,3390.0,3010.0,1990.0,1450.0,1980.0,290.0
520,89085,0,1,2,0,3,NV,400.0,300.0,290.0,300.0,380.0,50.0
521,89086,10,10,5,0,25,NV,950.0,890.0,340.0,190.0,150.0,0.0
522,89101,151,268,42,9,470,NV,8540.0,4820.0,1050.0,320.0,230.0,110.0
523,89102,241,398,80,12,731,NV,8030.0,5170.0,1270.0,560.0,630.0,290.0
524,89103,195,409,60,17,681,NV,10790.0,8660.0,2470.0,940.0,780.0,310.0
525,89104,132,269,35,10,446,NV,9100.0,6080.0,1730.0,630.0,450.0,70.0
526,89106,78,134,29,4,245,NV,5720.0,3260.0,880.0,310.0,200.0,60.0
527,89107,81,113,20,8,222,NV,7740.0,5680.0,1990.0,800.0,650.0,320.0
528,89108,85,163,35,5,288,NV,14290.0,10740.0,3720.0,1570.0,1190.0,150.0
529,89109,431,801,139,30,1401,NV,1310.0,890.0,340.0,220.0,360.0,450.0
530,89110,54,85,17,7,163,NV,13690.0,10150.0,3340.0,1500.0,1360.0,170.0
531,89113,114,200,34,5,353,NV,4560.0,4660.0,2490.0,1390.0,1780.0,770.0
532,89115,56,85,9,7,157,NV,11810.0,7880.0,2190.0,710.0,360.0,30.0
533,89117,254,447,67,12,780,NV,9410.0,7880.0,3980.0,2260.0,3010.0,1450.0
534,89118,196,407,68,11,682,NV,3830.0,3630.0,1340.0,600.0,690.0,280.0
535,89119,295,540,97,22,954,NV,10970.0,7200.0,1970.0,770.0,570.0,160.0
536,89120,61,118,21,3,203,NV,4450.0,3540.0,1520.0,770.0,950.0,310.0
537,89121,132,214,42,11,399,NV,13860.0,9640.0,3220.0,1430.0,1190.0,210.0
538,89122,39,69,14,2,124,NV,9540.0,8180.0,3150.0,1340.0,960.0,100.0
539,89123,225,423,57,8,713,NV,8820.0,7810.0,4430.0,2680.0,3450.0,770.0
540,89124,1,8,2,1,12,NV,70.0,50.0,50.0,30.0,90.0,0.0
541,89128,119,246,31,9,405,NV,6440.0,5300.0,2450.0,1370.0,1690.0,440.0
542,89129,63,143,21,5,232,NV,7740.0,6510.0,4040.0,2540.0,3240.0,890.0
543,89130,112,189,42,8,351,NV,5110.0,4190.0,2560.0,1680.0,2140.0,330.0
544,89131,62,98,21,2,183,NV,5490.0,4250.0,3170.0,2540.0,4570.0,1260.0
545,89134,52,81,7,3,143,NV,3370.0,2490.0,1990.0,1530.0,2340.0,1190.0
546,89135,89,156,25,5,275,NV,3100.0,2240.0,1850.0,1500.0,3080.0,2280.0
547,89138,5,11,1,1,18,NV,1410.0,920.0,860.0,720.0,1770.0,1210.0
548,89139,66,147,23,2,238,NV,6240.0,6330.0,3380.0,1770.0,2120.0,520.0
549,89141,31,59,10,0,100,NV,3730.0,3560.0,2350.0,1670.0,2370.0,910.0
550,89142,19,30,6,1,56,NV,6470.0,5590.0,2010.0,850.0,630.0,50.0
551,89143,9,12,7,1,29,NV,1530.0,1310.0,990.0,680.0,940.0,140.0
552,89144,26,26,8,2,62,NV,2210.0,1780.0,1330.0,950.0,1600.0,990.0
553,89145,63,112,24,4,203,NV,4300.0,3650.0,1710.0,960.0,960.0,570.0
554,89146,185,327,59,8,579,NV,4100.0,2590.0,990.0,530.0,590.0,250.0
555,89147,147,341,50,9,547,NV,9570.0,8590.0,4060.0,1930.0,1940.0,480.0
556,89148,117,235,39,6,397,NV,7600.0,7100.0,4250.0,2530.0,2940.0,730.0
557,89149,88,165,32,6,291,NV,4770.0,4250.0,2910.0,1980.0,3030.0,1020.0
558,89156,8,13,3,1,25,NV,5190.0,4070.0,1520.0,650.0,460.0,50.0
559,89161,3,6,3,0,12,NV,40.0,30.0,30.0,0.0,50.0,0.0
560,89166,14,14,1,0,29,NV,2140.0,2380.0,1890.0,1310.0,1780.0,210.0
561,89169,78,163,18,3,262,NV,5310.0,2980.0,710.0,250.0,230.0,120.0
562,89178,27,42,7,2,78,NV,4340.0,4640.0,3140.0,1990.0,2580.0,520.0
563,89179,1,3,0,0,4,NV,1000.0,1170.0,960.0,720.0,900.0,110.0
564,89183,81,121,29,4,235,NV,5710.0,5500.0,2940.0,1540.0,1510.0,380.0
565,89191,7,5,0,0,12,NV,480.0,70.0,30.0,40.0,0.0,0.0
566,89410,0,1,0,0,1,NV,1800.0,1240.0,870.0,580.0,760.0,220.0
567,89502,0,1,0,0,1,NV,9480.0,7110.0,2470.0,1000.0,980.0,290.0
568,90001,0,0,0,1,1,CA,11890.0,7020.0,1940.0,560.0,240.0,20.0
569,90210,1,0,0,0,1,CA,2100.0,1110.0,740.0,650.0,1360.0,3530.0
570,90505,1,0,0,0,1,CA,4500.0,3050.0,2450.0,1900.0,3960.0,1980.0
571,90720,1,0,0,0,1,CA,2890.0,1810.0,1290.0,1080.0,2320.0,1540.0
572,91950,0,1,0,0,1,CA,11730.0,8650.0,3540.0,1440.0,1050.0,70.0
573,92008,0,1,0,0,1,CA,4020.0,2920.0,1940.0,1420.0,2540.0,1390.0
574,92703,0,1,0,0,1,CA,13550.0,9450.0,2970.0,1090.0,690.0,60.0
575,93013,0,1,0,0,1,CA,2350.0,2010.0,1090.0,670.0,1120.0,460.0
576,95351,1,0,0,0,1,CA,8520.0,5150.0,2010.0,800.0,510.0,80.0
577,95966,0,1,0,0,1,CA,4340.0,2840.0,1580.0,900.0,1030.0,160.0
578,97490,0,1,0,1,2,OR,50.0,40.0,0.0,20.0,0.0,0.0
579,97535,7,19,1,0,27,OR,1130.0,670.0,350.0,170.0,170.0,40.0
