Index,zip,yelp_dollar_1,yelp_dollar_2,yelp_dollar_3,yelp_dollar_4,Total_Business,STATE,income_level_1,income_level_2,income_level_3,income_level_4,income_level_5,income_level_6,target
288,53572,6,10,1,0,17,WI,1410.0,1020.0,680.0,560.0,1060.0,260.0,3
289,53575,5,15,1,0,21,WI,2020.0,1500.0,1170.0,920.0,1910.0,540.0,3
290,53589,12,31,5,1,49,WI,3040.0,2340.0,1510.0,1210.0,1740.0,340.0,2
291,53590,34,56,8,1,99,WI,5360.0,4620.0,3110.0,2450.0,3990.0,870.0,3
292,53593,18,25,4,0,47,WI,2820.0,1960.0,1610.0,1320.0,3220.0,1560.0,3
293,53597,17,9,0,2,28,WI,2420.0,1610.0,1070.0,1010.0,2350.0,1060.0,3
294,53598,3,4,1,0,8,WI,390.0,390.0,260.0,190.0,350.0,60.0,3
295,53703,79,174,29,5,287,WI,5400.0,3780.0,1950.0,1120.0,1420.0,510.0,2
296,53704,63,125,25,2,215,WI,8040.0,7490.0,4080.0,2370.0,2550.0,610.0,2
297,53705,26,57,3,2,88,WI,3270.0,2620.0,1830.0,1240.0,2410.0,1240.0,3
298,53706,9,8,0,0,17,WI,150.0,30.0,0.0,0.0,0.0,0.0,1
299,53711,33,68,15,4,120,WI,6540.0,5200.0,3590.0,2790.0,4840.0,1910.0,3
300,53713,8,42,5,2,57,WI,4700.0,4110.0,1460.0,600.0,560.0,160.0,2
301,53714,12,18,4,1,35,WI,2950.0,2760.0,1580.0,910.0,790.0,70.0,2
302,53715,25,50,6,3,84,WI,1850.0,970.0,530.0,320.0,320.0,80.0,2
303,53716,29,40,9,0,78,WI,2930.0,2620.0,1750.0,1350.0,1570.0,300.0,2
304,53717,15,38,12,2,67,WI,1560.0,1300.0,1020.0,770.0,1320.0,640.0,3
305,53718,12,15,3,1,31,WI,1780.0,2180.0,1600.0,1150.0,1390.0,210.0,3
306,53719,50,79,23,5,157,WI,3970.0,4340.0,2860.0,1930.0,3020.0,590.0,3
307,53726,3,6,0,0,9,WI,760.0,310.0,170.0,100.0,370.0,270.0,2
308,54558,0,0,1,0,1,WI,420.0,300.0,170.0,100.0,130.0,40.0,2
309,54849,0,1,0,0,1,WI,280.0,200.0,150.0,140.0,150.0,30.0,2
310,60007,0,1,0,0,1,IL,5420.0,4050.0,2880.0,2040.0,3340.0,730.0,2
311,61801,27,72,11,1,111,IL,3790.0,2240.0,970.0,540.0,850.0,320.0,2
312,61802,12,20,6,0,38,IL,3560.0,2520.0,1200.0,670.0,900.0,270.0,2
313,61817,0,1,0,0,1,IL,380.0,290.0,190.0,170.0,180.0,0.0,2
314,61820,96,185,26,2,309,IL,4550.0,2630.0,1040.0,560.0,600.0,160.0,2
315,61821,34,45,2,1,82,IL,5390.0,3600.0,2020.0,1220.0,1460.0,500.0,2
316,61822,34,51,3,1,89,IL,3090.0,2230.0,1610.0,1180.0,2320.0,1150.0,3
317,61847,0,1,1,0,2,IL,150.0,150.0,100.0,60.0,110.0,0.0,2
318,61849,1,1,0,0,2,IL,230.0,210.0,170.0,120.0,110.0,20.0,2
319,61853,7,6,1,1,15,IL,1780.0,1030.0,830.0,790.0,1450.0,420.0,3
320,61854,0,1,0,0,1,IL,250.0,160.0,110.0,90.0,130.0,0.0,2
321,61856,6,7,0,1,14,IL,1130.0,690.0,540.0,470.0,780.0,180.0,3
322,61858,1,1,0,0,2,IL,480.0,350.0,260.0,190.0,210.0,0.0,2
323,61859,0,3,0,0,3,IL,150.0,150.0,90.0,80.0,110.0,0.0,2
324,61864,0,1,0,0,1,IL,240.0,190.0,120.0,120.0,170.0,30.0,3
325,61866,4,12,2,0,18,IL,2880.0,1900.0,770.0,400.0,340.0,40.0,2
326,61873,1,6,0,0,7,IL,720.0,500.0,460.0,430.0,620.0,80.0,3
327,61874,8,16,2,0,26,IL,1060.0,800.0,500.0,390.0,800.0,220.0,3
328,61953,5,13,1,0,19,IL,1070.0,730.0,470.0,350.0,390.0,70.0,2
329,75043,0,1,0,0,1,TX,11110.0,8170.0,4000.0,2200.0,2510.0,410.0,2
330,80428,0,1,2,1,4,CO,90.0,80.0,50.0,40.0,80.0,0.0,2
331,85003,53,81,15,2,151,AZ,1330.0,960.0,490.0,320.0,530.0,270.0,2
332,85004,70,156,16,4,246,AZ,990.0,740.0,440.0,240.0,350.0,200.0,2
333,85006,17,41,3,4,65,AZ,4660.0,3060.0,1070.0,450.0,370.0,70.0,2
334,85007,22,34,5,0,61,AZ,2560.0,1400.0,490.0,260.0,390.0,200.0,2
335,85008,40,80,16,0,136,AZ,11250.0,7880.0,2310.0,870.0,700.0,130.0,2
336,85009,25,50,7,0,82,AZ,9170.0,5360.0,980.0,220.0,160.0,50.0,1
337,85012,31,61,11,3,106,AZ,1010.0,950.0,530.0,310.0,550.0,450.0,2
338,85013,42,86,10,2,140,AZ,2970.0,2780.0,1550.0,870.0,1110.0,520.0,2
339,85014,47,79,23,5,154,AZ,4200.0,3780.0,1790.0,900.0,1090.0,400.0,2
340,85015,19,59,9,2,89,AZ,7900.0,4680.0,1580.0,730.0,630.0,70.0,1
341,85016,106,175,30,7,318,AZ,5380.0,4910.0,2540.0,1390.0,2060.0,1280.0,2
342,85017,30,48,2,4,84,AZ,8260.0,4430.0,970.0,280.0,170.0,0.0,1
343,85018,82,163,31,5,281,AZ,4870.0,3680.0,2160.0,1300.0,2600.0,2590.0,3
344,85019,16,13,1,0,30,AZ,5380.0,3450.0,930.0,310.0,150.0,20.0,1
345,85020,54,81,17,3,155,AZ,5340.0,4210.0,2270.0,1310.0,1860.0,980.0,2
346,85021,15,44,4,3,66,AZ,7060.0,4240.0,1630.0,960.0,1470.0,820.0,2
347,85022,59,118,23,7,207,AZ,7980.0,6490.0,3170.0,1920.0,2720.0,830.0,2
348,85023,24,44,9,1,78,AZ,5580.0,4410.0,2080.0,1230.0,1570.0,470.0,2
349,85024,8,16,3,1,28,AZ,3400.0,2980.0,1940.0,1380.0,2000.0,350.0,2
350,85027,38,69,7,1,115,AZ,5750.0,5540.0,3060.0,1720.0,1490.0,150.0,2
351,85028,15,33,9,1,58,AZ,2590.0,1780.0,1330.0,1120.0,2210.0,1060.0,3
352,85029,38,65,15,1,119,AZ,8310.0,6260.0,2570.0,1230.0,940.0,150.0,2
353,85031,9,24,6,1,40,AZ,6320.0,4030.0,870.0,240.0,100.0,0.0,1
354,85032,122,243,32,5,402,AZ,11220.0,8510.0,4570.0,2650.0,3270.0,640.0,2
355,85033,18,34,4,2,58,AZ,11070.0,7670.0,1790.0,520.0,230.0,0.0,1
356,85034,39,87,19,5,150,AZ,1050.0,630.0,230.0,90.0,60.0,30.0,1
357,85035,23,40,3,2,68,AZ,10120.0,7290.0,1600.0,370.0,130.0,0.0,1
358,85037,20,38,2,0,60,AZ,8460.0,7120.0,2580.0,1030.0,610.0,30.0,2
359,85040,20,31,3,0,54,AZ,6040.0,3910.0,1030.0,350.0,210.0,40.0,1
360,85041,15,30,3,2,50,AZ,10430.0,8230.0,2990.0,1300.0,1080.0,140.0,2
361,85042,23,37,5,2,67,AZ,7160.0,5770.0,2320.0,1120.0,1340.0,350.0,2
362,85043,16,27,4,1,48,AZ,5210.0,4610.0,1770.0,690.0,400.0,40.0,2
363,85044,59,104,21,5,189,AZ,5270.0,4990.0,3180.0,2140.0,3190.0,1140.0,2
364,85048,39,58,11,3,111,AZ,4020.0,2880.0,2090.0,1730.0,3590.0,1860.0,3
365,85050,23,33,3,2,61,AZ,3440.0,2500.0,1940.0,1510.0,2960.0,1570.0,3
366,85051,34,88,20,4,146,AZ,8620.0,5870.0,2010.0,910.0,640.0,60.0,2
367,85053,18,35,8,2,63,AZ,5250.0,4220.0,1950.0,1090.0,970.0,110.0,2
368,85054,53,77,12,2,144,AZ,740.0,790.0,630.0,450.0,710.0,320.0,3
369,85083,3,5,0,0,8,AZ,1850.0,1110.0,960.0,940.0,2280.0,840.0,4
370,85085,34,76,6,3,119,AZ,2320.0,2090.0,1550.0,1190.0,2620.0,880.0,3
371,85086,22,59,11,1,93,AZ,4500.0,2960.0,2270.0,2140.0,4030.0,1260.0,3
372,85087,0,1,0,0,1,AZ,1140.0,670.0,540.0,490.0,850.0,190.0,3
373,85140,2,7,1,0,10,AZ,4070.0,3820.0,2650.0,1750.0,1810.0,230.0,2
374,85142,2,0,0,0,2,AZ,7030.0,5260.0,3950.0,3260.0,5050.0,1250.0,3
375,85143,4,5,1,0,10,AZ,4450.0,4150.0,2710.0,1540.0,1310.0,120.0,2
376,85201,57,121,18,7,203,AZ,9400.0,6790.0,2290.0,950.0,750.0,130.0,2
377,85202,59,128,14,4,205,AZ,7250.0,5850.0,2320.0,1250.0,1380.0,200.0,2
378,85203,28,41,4,1,74,AZ,5950.0,4290.0,1950.0,1200.0,1440.0,340.0,2
379,85204,82,155,26,1,264,AZ,10590.0,8330.0,3280.0,1600.0,1190.0,160.0,2
380,85205,33,51,9,1,94,AZ,6400.0,4600.0,2570.0,1680.0,1930.0,540.0,2
381,85206,72,121,19,1,213,AZ,5220.0,4520.0,2460.0,1430.0,1400.0,220.0,2
382,85207,13,33,7,0,53,AZ,6170.0,4350.0,2710.0,1970.0,3510.0,1410.0,2
383,85208,14,23,8,0,45,AZ,5680.0,4200.0,2320.0,1270.0,960.0,100.0,2
384,85209,25,62,12,1,100,AZ,5330.0,4290.0,2850.0,1890.0,2450.0,360.0,2
385,85210,60,100,15,4,179,AZ,7290.0,5380.0,1840.0,920.0,860.0,110.0,2
386,85212,8,24,4,2,38,AZ,3940.0,2760.0,2240.0,2060.0,3390.0,460.0,3
387,85213,11,31,6,0,48,AZ,4510.0,3270.0,1950.0,1350.0,2360.0,850.0,2
388,85215,26,53,6,4,89,AZ,2320.0,1570.0,1160.0,850.0,1350.0,430.0,2
389,85224,80,152,27,6,265,AZ,6500.0,6200.0,3770.0,2400.0,2850.0,620.0,2
390,85225,53,120,22,6,201,AZ,11510.0,9310.0,4750.0,2720.0,3280.0,560.0,2
391,85226,135,182,42,8,367,AZ,4990.0,4380.0,2850.0,2100.0,3420.0,1050.0,3
392,85233,41,80,22,4,147,AZ,4960.0,4100.0,2720.0,1990.0,3240.0,780.0,2
393,85234,18,57,11,2,88,AZ,6360.0,4530.0,3030.0,2440.0,4130.0,1270.0,2
394,85248,32,50,8,1,91,AZ,3980.0,3080.0,2350.0,1910.0,3730.0,1750.0,3
395,85249,14,29,10,0,53,AZ,4640.0,2530.0,2080.0,1930.0,5010.0,2530.0,4
396,85250,49,88,14,1,152,AZ,2390.0,2050.0,1490.0,1070.0,1440.0,610.0,3
397,85251,251,447,58,14,770,AZ,6190.0,5400.0,3140.0,1800.0,2440.0,1480.0,2
398,85253,44,80,16,7,147,AZ,1690.0,940.0,680.0,510.0,1110.0,3150.0,5
399,85254,103,168,31,9,311,AZ,5640.0,3760.0,2990.0,2610.0,5160.0,2770.0,3
400,85255,63,105,18,5,191,AZ,4080.0,2370.0,1960.0,1730.0,4490.0,5400.0,4
401,85256,3,4,0,2,9,AZ,1040.0,510.0,280.0,150.0,140.0,0.0,2
402,85257,39,99,15,2,155,AZ,4940.0,4260.0,2480.0,1380.0,1610.0,320.0,2
403,85258,74,131,13,7,225,AZ,2900.0,2070.0,1670.0,1330.0,2690.0,1910.0,3
404,85259,14,23,5,4,46,AZ,2460.0,1540.0,1150.0,880.0,2120.0,2410.0,4
405,85260,117,210,44,8,379,AZ,4720.0,3570.0,2760.0,1940.0,3550.0,2340.0,3
406,85262,3,7,1,0,11,AZ,900.0,560.0,470.0,450.0,1340.0,1660.0,5
407,85264,1,4,0,0,5,AZ,140.0,230.0,140.0,70.0,80.0,30.0,2
408,85266,12,23,2,1,38,AZ,1010.0,530.0,450.0,430.0,1280.0,1350.0,5
409,85268,31,50,6,4,91,AZ,2800.0,1960.0,1540.0,1210.0,2290.0,1150.0,3
410,85281,161,296,55,11,523,AZ,10220.0,6390.0,2310.0,1050.0,1000.0,320.0,2
411,85282,92,165,30,7,294,AZ,8890.0,7350.0,3460.0,1990.0,2340.0,420.0,2
412,85283,65,113,18,5,201,AZ,7390.0,6390.0,3150.0,1830.0,2280.0,550.0,2
413,85284,55,88,22,4,169,AZ,2100.0,1520.0,1140.0,970.0,2320.0,1570.0,4
414,85286,48,100,16,4,168,AZ,4520.0,3200.0,2330.0,2120.0,4570.0,1720.0,3
415,85295,96,171,24,7,298,AZ,5020.0,3900.0,2920.0,2430.0,3930.0,1160.0,3
416,85296,52,74,14,1,141,AZ,5010.0,3940.0,3140.0,2490.0,4150.0,1060.0,3
417,85297,10,20,2,1,33,AZ,3210.0,2170.0,1780.0,1700.0,3200.0,910.0,3
418,85298,24,27,2,3,56,AZ,3180.0,1890.0,1810.0,1830.0,4400.0,1510.0,4
419,85301,32,56,6,1,95,AZ,12880.0,7230.0,1760.0,540.0,370.0,30.0,1
420,85302,26,56,6,3,91,AZ,7090.0,5450.0,2310.0,1270.0,1000.0,80.0,2
421,85303,8,11,1,1,21,AZ,5840.0,4330.0,1620.0,760.0,590.0,80.0,2
422,85304,13,19,2,0,34,AZ,4140.0,3350.0,1860.0,1200.0,1420.0,200.0,2
423,85305,24,49,11,2,86,AZ,1830.0,1700.0,860.0,550.0,680.0,90.0,2
424,85306,22,51,5,0,78,AZ,3920.0,3100.0,1730.0,980.0,1030.0,150.0,2
425,85307,7,2,7,0,16,AZ,1440.0,1440.0,570.0,310.0,240.0,30.0,2
426,85308,152,263,38,13,466,AZ,8810.0,7330.0,4710.0,3340.0,5000.0,1110.0,2
427,85310,14,25,7,2,48,AZ,2360.0,1690.0,1380.0,1130.0,2030.0,600.0,3
428,85323,22,52,9,1,84,AZ,6730.0,5760.0,2470.0,1090.0,800.0,70.0,2
429,85326,20,33,5,2,60,AZ,7740.0,7430.0,3860.0,2110.0,1810.0,160.0,2
430,85331,43,65,11,2,121,AZ,3250.0,1800.0,1380.0,1410.0,3440.0,1880.0,4
431,85335,4,13,5,1,23,AZ,5600.0,4960.0,1940.0,880.0,460.0,30.0,2
432,85338,38,75,10,2,125,AZ,6670.0,5840.0,3790.0,2680.0,3270.0,490.0,2
433,85339,15,32,7,0,54,AZ,6300.0,5440.0,2990.0,1790.0,1820.0,220.0,2
434,85340,15,35,5,0,55,AZ,3520.0,2700.0,1830.0,1490.0,2660.0,810.0,3
435,85342,1,0,0,0,1,AZ,190.0,120.0,80.0,40.0,70.0,0.0,2
436,85345,40,73,13,3,129,AZ,9500.0,7970.0,3980.0,2040.0,1620.0,110.0,2
437,85351,16,32,4,2,54,AZ,5580.0,3600.0,2260.0,1230.0,1110.0,150.0,2
438,85353,20,35,4,2,61,AZ,6070.0,5660.0,2410.0,1170.0,650.0,50.0,2
439,85355,0,4,0,0,4,AZ,1260.0,990.0,800.0,670.0,1030.0,180.0,3
440,85361,0,1,0,0,1,AZ,1000.0,660.0,370.0,220.0,310.0,30.0,2
441,85363,8,10,2,1,21,AZ,1220.0,920.0,380.0,160.0,100.0,0.0,2
442,85373,5,10,4,0,19,AZ,2720.0,1930.0,1420.0,990.0,1050.0,110.0,2
443,85374,43,87,13,2,145,AZ,5470.0,4640.0,3130.0,2110.0,2250.0,310.0,2
444,85375,4,14,0,1,19,AZ,3840.0,2930.0,2360.0,1790.0,2120.0,350.0,2
445,85377,5,21,2,0,28,AZ,390.0,270.0,190.0,170.0,440.0,380.0,4
446,85379,8,24,4,0,36,AZ,5330.0,4510.0,3160.0,2240.0,2600.0,300.0,2
447,85381,26,49,10,3,88,AZ,3680.0,3090.0,1940.0,1340.0,1900.0,350.0,2
448,85382,68,94,20,1,183,AZ,5600.0,4530.0,3080.0,2310.0,3280.0,510.0,2
449,85383,36,48,11,1,96,AZ,5320.0,3450.0,2890.0,2900.0,6760.0,2450.0,4
450,85387,1,1,0,0,2,AZ,1330.0,1090.0,860.0,700.0,940.0,180.0,3
451,85388,8,17,2,2,29,AZ,3110.0,2710.0,1910.0,1500.0,1700.0,150.0,2
452,85392,34,67,7,0,108,AZ,5370.0,4760.0,2700.0,1620.0,1780.0,200.0,2
453,85395,51,68,14,4,137,AZ,2920.0,2340.0,1750.0,1710.0,3300.0,790.0,3
454,85396,3,4,2,0,9,AZ,2070.0,1800.0,1360.0,1240.0,1970.0,400.0,3
455,85545,0,1,1,0,2,AZ,70.0,40.0,30.0,30.0,0.0,0.0,2
456,89002,4,14,7,0,25,NV,4530.0,3470.0,2520.0,1950.0,3050.0,570.0,3
457,89004,1,0,1,0,2,NV,40.0,40.0,30.0,20.0,50.0,0.0,3
458,89005,18,38,9,1,66,NV,2170.0,1520.0,1080.0,760.0,1190.0,340.0,2
459,89011,26,39,4,2,71,NV,3870.0,3570.0,1960.0,1220.0,1650.0,580.0,2
460,89012,36,91,10,2,139,NV,4120.0,3370.0,2530.0,1870.0,2960.0,1180.0,3
461,89014,105,172,35,7,319,NV,6780.0,5630.0,2820.0,1630.0,1960.0,450.0,2
462,89015,29,48,7,3,87,NV,6600.0,4820.0,2550.0,1600.0,1790.0,310.0,2
463,89019,0,1,0,0,1,NV,480.0,350.0,110.0,80.0,80.0,0.0,2
464,89030,32,58,8,3,101,NV,10890.0,6670.0,1520.0,380.0,150.0,20.0,1
465,89031,34,46,13,1,94,NV,10750.0,9820.0,5100.0,2960.0,2700.0,210.0,2
466,89032,41,45,11,2,99,NV,7900.0,6820.0,2880.0,1390.0,1040.0,70.0,2
467,89044,3,8,0,1,12,NV,2090.0,1740.0,1620.0,1370.0,2550.0,960.0,3
468,89052,70,105,23,5,203,NV,6580.0,4900.0,3690.0,2880.0,5340.0,2760.0,3
469,89074,52,86,18,3,159,NV,7570.0,6200.0,3970.0,2540.0,3610.0,1240.0,2
470,89081,16,20,3,0,39,NV,5580.0,5300.0,2570.0,1410.0,1250.0,100.0,2
471,89084,23,35,3,1,62,NV,3390.0,3010.0,1990.0,1450.0,1980.0,290.0,2
472,89086,4,3,2,0,9,NV,950.0,890.0,340.0,190.0,150.0,0.0,2
473,89101,96,171,36,7,310,NV,8540.0,4820.0,1050.0,320.0,230.0,110.0,1
474,89102,134,204,38,4,380,NV,8030.0,5170.0,1270.0,560.0,630.0,290.0,1
475,89103,133,262,42,8,445,NV,10790.0,8660.0,2470.0,940.0,780.0,310.0,2
476,89104,68,147,25,8,248,NV,9100.0,6080.0,1730.0,630.0,450.0,70.0,1
477,89106,49,99,15,3,166,NV,5720.0,3260.0,880.0,310.0,200.0,60.0,1
478,89107,54,83,10,5,152,NV,7740.0,5680.0,1990.0,800.0,650.0,320.0,2
479,89108,51,83,23,2,159,NV,14290.0,10740.0,3720.0,1570.0,1190.0,150.0,2
480,89109,359,602,109,22,1092,NV,1310.0,890.0,340.0,220.0,360.0,450.0,2
481,89110,37,58,7,5,107,NV,13690.0,10150.0,3340.0,1500.0,1360.0,170.0,2
482,89113,71,119,17,5,212,NV,4560.0,4660.0,2490.0,1390.0,1780.0,770.0,2
483,89115,22,43,4,2,71,NV,11810.0,7880.0,2190.0,710.0,360.0,30.0,1
484,89117,134,222,38,7,401,NV,9410.0,7880.0,3980.0,2260.0,3010.0,1450.0,2
485,89118,84,149,26,6,265,NV,3830.0,3630.0,1340.0,600.0,690.0,280.0,2
486,89119,212,372,63,16,663,NV,10970.0,7200.0,1970.0,770.0,570.0,160.0,1
487,89120,38,80,11,1,130,NV,4450.0,3540.0,1520.0,770.0,950.0,310.0,2
488,89121,71,121,25,5,222,NV,13860.0,9640.0,3220.0,1430.0,1190.0,210.0,2
489,89122,19,30,7,1,57,NV,9540.0,8180.0,3150.0,1340.0,960.0,100.0,2
490,89123,135,264,38,6,443,NV,8820.0,7810.0,4430.0,2680.0,3450.0,770.0,2
491,89124,1,9,0,0,10,NV,70.0,50.0,50.0,30.0,90.0,0.0,3
492,89128,45,113,8,6,172,NV,6440.0,5300.0,2450.0,1370.0,1690.0,440.0,2
493,89129,31,64,11,3,109,NV,7740.0,6510.0,4040.0,2540.0,3240.0,890.0,2
494,89130,52,103,23,5,183,NV,5110.0,4190.0,2560.0,1680.0,2140.0,330.0,2
495,89131,31,37,11,1,80,NV,5490.0,4250.0,3170.0,2540.0,4570.0,1260.0,3
496,89134,29,41,4,3,77,NV,3370.0,2490.0,1990.0,1530.0,2340.0,1190.0,3
497,89135,48,93,15,3,159,NV,3100.0,2240.0,1850.0,1500.0,3080.0,2280.0,3
498,89138,4,6,0,0,10,NV,1410.0,920.0,860.0,720.0,1770.0,1210.0,4
499,89139,38,79,12,0,129,NV,6240.0,6330.0,3380.0,1770.0,2120.0,520.0,2
500,89141,14,29,5,0,48,NV,3730.0,3560.0,2350.0,1670.0,2370.0,910.0,3
501,89142,7,20,3,0,30,NV,6470.0,5590.0,2010.0,850.0,630.0,50.0,2
502,89143,6,9,2,0,17,NV,1530.0,1310.0,990.0,680.0,940.0,140.0,2
503,89144,7,6,1,1,15,NV,2210.0,1780.0,1330.0,950.0,1600.0,990.0,3
504,89145,49,80,12,3,144,NV,4300.0,3650.0,1710.0,960.0,960.0,570.0,2
505,89146,113,179,31,4,327,NV,4100.0,2590.0,990.0,530.0,590.0,250.0,2
506,89147,105,213,37,3,358,NV,9570.0,8590.0,4060.0,1930.0,1940.0,480.0,2
507,89148,48,116,17,3,184,NV,7600.0,7100.0,4250.0,2530.0,2940.0,730.0,2
508,89149,58,95,18,4,175,NV,4770.0,4250.0,2910.0,1980.0,3030.0,1020.0,2
509,89156,5,10,1,1,17,NV,5190.0,4070.0,1520.0,650.0,460.0,50.0,2
510,89166,2,6,0,0,8,NV,2140.0,2380.0,1890.0,1310.0,1780.0,210.0,3
511,89169,68,140,20,3,231,NV,5310.0,2980.0,710.0,250.0,230.0,120.0,1
512,89178,11,8,1,0,20,NV,4340.0,4640.0,3140.0,1990.0,2580.0,520.0,2
513,89179,1,0,0,0,1,NV,1000.0,1170.0,960.0,720.0,900.0,110.0,3
514,89183,71,93,22,2,188,NV,5710.0,5500.0,2940.0,1540.0,1510.0,380.0,2
515,89191,4,1,0,0,5,NV,480.0,70.0,30.0,40.0,0.0,0.0,1
516,89410,0,1,0,0,1,NV,1800.0,1240.0,870.0,580.0,760.0,220.0,2
517,90014,1,0,0,0,1,CA,1200.0,720.0,480.0,360.0,540.0,190.0,2
518,90042,0,1,0,0,1,CA,10670.0,7560.0,3760.0,2110.0,2680.0,650.0,2
519,90802,0,1,0,0,1,CA,6740.0,5610.0,3120.0,1910.0,2090.0,520.0,2
520,91355,0,1,0,0,1,CA,3950.0,2520.0,2100.0,1860.0,3720.0,1430.0,3
521,91902,0,1,0,0,1,CA,2390.0,1660.0,1110.0,920.0,1840.0,680.0,3
522,97490,0,2,0,1,3,OR,50.0,40.0,0.0,20.0,0.0,0.0,2
523,97504,0,1,0,0,1,OR,7600.0,5050.0,2950.0,2080.0,3100.0,1020.0,2
524,97535,5,11,0,0,16,OR,1130.0,670.0,350.0,170.0,170.0,40.0,2
