zip,yelp_dollar_1,yelp_dollar_2,yelp_dollar_3,yelp_dollar_4,Total_Business,STATE,income_level_1,income_level_2,income_level_3,income_level_4,income_level_5,income_level_6,affluence,yelp_perc_1,yelp_perc_2,yelp_perc_3,yelp_perc_4,city
28262,70,121,21,3,215,NC,7410.0,5290.0,2760.0,1550.0,1390.0,250.0,46655.49597855229,0.32558139534883723,0.5627906976744186,0.09767441860465116,0.013953488372093023,Charlotte
28269,40,65,16,4,125,NC,12890.0,9790.0,5710.0,3420.0,4420.0,880.0,55709.37752627325,0.32,0.52,0.128,0.032,Charlotte
28270,21,30,13,3,67,NC,3940.0,2610.0,1850.0,1430.0,3200.0,2210.0,93200.45931758534,0.31343283582089554,0.4477611940298508,0.19402985074626866,0.04477611940298507,Charlotte
28273,40,77,18,3,138,NC,6180.0,5530.0,2980.0,1540.0,1540.0,180.0,49115.598885793865,0.2898550724637681,0.5579710144927537,0.13043478260869565,0.021739130434782608,Charlotte
28277,100,199,41,7,347,NC,7420.0,4790.0,4090.0,3190.0,7400.0,4680.0,97786.66455495724,0.2881844380403458,0.5734870317002881,0.1181556195965418,0.02017291066282421,Charlotte
28278,10,19,4,0,33,NC,3380.0,2800.0,2090.0,1520.0,2750.0,940.0,78514.46587537092,0.30303030303030304,0.5757575757575758,0.12121212121212123,0.0,Charlotte
28451,0,1,0,0,1,NC,4970.0,3810.0,2280.0,1720.0,2270.0,480.0,61719.25305859628,0.0,1.0,0.0,0.0,Waterford
28730,1,6,0,0,7,NC,1600.0,990.0,610.0,420.0,580.0,260.0,63677.13004484305,0.14285714285714285,0.8571428571428571,0.0,0.0,Fairview
29707,20,16,4,5,45,SC,2860.0,2500.0,1980.0,1840.0,3330.0,890.0,84794.77611940299,0.4444444444444444,0.3555555555555556,0.08888888888888889,0.1111111111111111,Fort Mill
29708,39,66,13,1,119,SC,3430.0,2210.0,1870.0,1680.0,4070.0,1760.0,95880.49267643144,0.3277310924369748,0.5546218487394958,0.1092436974789916,0.008403361344537815,Fort Mill
29710,3,3,1,0,7,SC,4920.0,3520.0,2370.0,1620.0,2530.0,870.0,68248.57864813645,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,Lake Wylie
29715,21,30,5,3,59,SC,4310.0,2940.0,1970.0,1610.0,3100.0,1070.0,77375.0,0.3559322033898305,0.5084745762711864,0.0847457627118644,0.05084745762711865,Fort Mill
41076,0,1,0,0,1,KY,2520.0,1990.0,1250.0,820.0,1180.0,300.0,63027.2952853598,0.0,1.0,0.0,0.0,Highland Heights
44001,9,23,6,1,39,OH,3530.0,2560.0,1920.0,1270.0,1530.0,280.0,60482.416591523885,0.2307692307692308,0.5897435897435898,0.15384615384615385,0.02564102564102564,Amherst
44011,29,57,7,1,94,OH,2850.0,1580.0,1560.0,1230.0,2750.0,1210.0,90787.11985688731,0.30851063829787234,0.6063829787234043,0.07446808510638298,0.010638297872340424,Avon
44012,16,22,7,0,45,OH,3300.0,2050.0,1870.0,1460.0,2560.0,1260.0,84940.0,0.3555555555555556,0.4888888888888889,0.15555555555555556,0.0,Avon Lake
44017,11,24,2,1,38,OH,2820.0,2420.0,1630.0,970.0,1010.0,110.0,54882.8125,0.2894736842105263,0.631578947368421,0.05263157894736842,0.02631578947368421,Berea
44021,5,4,1,1,11,OH,920.0,800.0,490.0,290.0,310.0,50.0,54720.279720279716,0.4545454545454545,0.3636363636363637,0.09090909090909093,0.09090909090909093,Burton
44022,11,31,5,0,47,OH,2220.0,1060.0,900.0,730.0,1810.0,2090.0,111421.67990919408,0.23404255319148934,0.6595744680851063,0.10638297872340426,0.0,Chagrin Falls
44023,9,22,4,0,35,OH,2590.0,1420.0,1080.0,970.0,2020.0,1460.0,94968.55345911949,0.2571428571428571,0.6285714285714286,0.11428571428571427,0.0,Chagrin Falls
44024,7,16,5,0,28,OH,3780.0,2400.0,1810.0,1330.0,2140.0,600.0,69465.17412935324,0.25,0.5714285714285714,0.17857142857142858,0.0,Chardon
44026,5,13,3,0,21,OH,1770.0,1120.0,990.0,750.0,1060.0,350.0,72537.25165562914,0.2380952380952381,0.6190476190476191,0.14285714285714285,0.0,Chesterland
44028,2,2,1,0,5,OH,1490.0,1100.0,790.0,530.0,720.0,180.0,64163.20166320166,0.4,0.4,0.2,0.0,Columbia Station
44035,17,26,4,2,49,OH,12580.0,8920.0,4390.0,2330.0,1820.0,210.0,42826.44628099174,0.3469387755102041,0.5306122448979592,0.08163265306122447,0.040816326530612235,Sheffield Village
44039,12,14,2,1,29,OH,4670.0,4090.0,3150.0,2380.0,2850.0,330.0,64503.4344590727,0.4137931034482759,0.4827586206896552,0.06896551724137931,0.03448275862068965,North Ridgeville
44040,3,2,0,0,5,OH,360.0,180.0,150.0,170.0,330.0,490.0,123511.90476190475,0.6,0.4,0.0,0.0,Mayfield
44044,0,6,1,0,7,OH,1970.0,1480.0,1100.0,650.0,810.0,150.0,59212.66233766233,0.0,0.8571428571428571,0.14285714285714285,0.0,Grafton
44045,2,0,0,0,2,OH,80.0,90.0,40.0,30.0,30.0,0.0,51851.851851851854,1.0,0.0,0.0,0.0,Grand River
44050,2,0,0,0,2,OH,940.0,800.0,560.0,390.0,460.0,60.0,60708.72274143303,1.0,0.0,0.0,0.0,Lagrange
44052,2,6,0,0,8,OH,6640.0,3580.0,1390.0,640.0,410.0,40.0,33986.220472440946,0.25,0.75,0.0,0.0,Lorain
44053,3,7,3,1,14,OH,3680.0,2410.0,1450.0,920.0,920.0,100.0,49630.80168776371,0.21428571428571427,0.5,0.21428571428571427,0.07142857142857142,Lorain
44054,2,3,2,0,7,OH,2120.0,1700.0,1120.0,670.0,640.0,100.0,53523.62204724409,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,Sheffield Village
44055,1,2,0,0,3,OH,4590.0,2360.0,810.0,290.0,190.0,0.0,30385.31553398058,0.3333333333333333,0.6666666666666666,0.0,0.0,Lorain
44056,10,29,4,0,43,OH,1770.0,1270.0,1120.0,860.0,1200.0,290.0,71812.59600614439,0.2325581395348837,0.6744186046511628,0.09302325581395347,0.0,Macedonia
44060,59,116,23,3,201,OH,9940.0,7680.0,5680.0,3910.0,4810.0,980.0,62905.303030303025,0.2935323383084577,0.5771144278606966,0.11442786069651742,0.01492537313432836,Mentor
44062,5,8,1,1,15,OH,2040.0,1900.0,850.0,470.0,320.0,60.0,45035.4609929078,0.3333333333333333,0.5333333333333333,0.06666666666666668,0.06666666666666668,Middlefield
44065,2,4,2,0,8,OH,670.0,520.0,360.0,230.0,290.0,90.0,63194.444444444445,0.25,0.5,0.25,0.0,Newbury
44067,9,23,5,0,37,OH,3210.0,2570.0,1960.0,1380.0,1720.0,400.0,65636.12099644128,0.2432432432432433,0.6216216216216216,0.13513513513513514,0.0,Northfield
44070,34,69,10,2,115,OH,5750.0,4280.0,3000.0,2000.0,2080.0,250.0,55839.57373271888,0.2956521739130435,0.6,0.08695652173913042,0.017391304347826087,North Olmsted
44072,0,2,0,0,2,OH,650.0,420.0,320.0,260.0,460.0,330.0,89395.4918032787,0.0,1.0,0.0,0.0,Novelty
44077,21,28,2,1,52,OH,9890.0,7200.0,4440.0,2780.0,3500.0,940.0,58239.130434782615,0.40384615384615385,0.5384615384615384,0.038461538461538464,0.019230769230769232,Painesville
44087,14,27,8,1,50,OH,3380.0,2310.0,1810.0,1270.0,2020.0,510.0,69347.34513274336,0.28,0.54,0.16,0.02,Twinsburg
44092,9,15,4,1,29,OH,3050.0,2710.0,1510.0,790.0,800.0,130.0,50695.216907675196,0.3103448275862069,0.5172413793103449,0.13793103448275862,0.03448275862068965,Willoughby Hills
44094,27,56,9,2,94,OH,6130.0,4800.0,3270.0,2130.0,2650.0,880.0,63689.57703927493,0.2872340425531915,0.5957446808510638,0.09574468085106384,0.02127659574468085,Kirtland
44095,17,21,2,0,40,OH,6200.0,5370.0,3040.0,1670.0,1280.0,150.0,47684.92377188028,0.425,0.525,0.05,0.0,Willowick
44102,21,47,11,1,80,OH,9390.0,5000.0,1630.0,610.0,600.0,170.0,34058.90804597701,0.2625,0.5875,0.1375,0.0125,Cleveland
44103,10,21,3,1,35,OH,3550.0,1520.0,340.0,120.0,90.0,20.0,26883.86524822695,0.2857142857142857,0.6,0.08571428571428573,0.028571428571428567,Cleveland
44104,1,2,0,0,3,OH,5070.0,1500.0,320.0,80.0,40.0,0.0,21772.46790299572,0.3333333333333333,0.6666666666666666,0.0,0.0,Cleveland
44105,2,5,0,0,7,OH,8510.0,4270.0,1140.0,340.0,200.0,0.0,27489.626556016603,0.2857142857142857,0.7142857142857143,0.0,0.0,Cuyahoga Heights
44106,25,59,8,4,96,OH,3890.0,2010.0,880.0,400.0,620.0,510.0,52286.401925391096,0.2604166666666667,0.6145833333333334,0.08333333333333333,0.04166666666666666,Cleveland Heights
44107,67,102,18,8,195,OH,9020.0,8350.0,4540.0,2300.0,2640.0,750.0,54144.02173913043,0.3435897435897436,0.5230769230769231,0.09230769230769233,0.04102564102564103,Lakewood
44108,4,5,0,0,9,OH,5310.0,2530.0,630.0,230.0,250.0,160.0,32738.74862788145,0.4444444444444444,0.5555555555555556,0.0,0.0,Bratenahl
44109,11,33,6,1,51,OH,9030.0,5230.0,1930.0,760.0,530.0,30.0,33302.398629354655,0.21568627450980396,0.6470588235294118,0.1176470588235294,0.0196078431372549,Cleveland
44110,8,11,1,1,21,OH,4330.0,2070.0,540.0,170.0,120.0,0.0,27437.759336099585,0.3809523809523809,0.5238095238095238,0.047619047619047616,0.047619047619047616,Cleveland
44111,21,44,2,3,70,OH,8640.0,6000.0,2610.0,1240.0,960.0,110.0,39679.19222903885,0.3,0.6285714285714286,0.028571428571428567,0.042857142857142864,Cleveland
44112,1,9,3,1,14,OH,4760.0,2110.0,600.0,220.0,160.0,0.0,27945.859872611465,0.07142857142857142,0.6428571428571429,0.21428571428571427,0.07142857142857142,Cleveland
44113,97,143,26,3,269,OH,2760.0,2240.0,1540.0,690.0,810.0,390.0,58615.065243179124,0.3605947955390335,0.5315985130111525,0.0966542750929368,0.011152416356877323,Cleveland
44114,38,65,12,1,116,OH,1240.0,740.0,490.0,200.0,250.0,220.0,58558.917197452225,0.3275862068965517,0.5603448275862069,0.10344827586206896,0.008620689655172414,Cleveland
44115,26,59,9,2,96,OH,1650.0,500.0,320.0,120.0,170.0,70.0,39885.15901060071,0.2708333333333333,0.6145833333333334,0.09375,0.02083333333333333,Cleveland
44116,32,57,18,4,111,OH,3080.0,2200.0,1790.0,1180.0,2170.0,1150.0,82033.275713051,0.2882882882882883,0.5135135135135135,0.16216216216216214,0.036036036036036036,Rocky River
44117,2,3,1,0,6,OH,2090.0,1370.0,590.0,280.0,200.0,0.0,37279.24944812362,0.3333333333333333,0.5,0.16666666666666666,0.0,Euclid
44118,27,64,14,2,107,OH,6120.0,4190.0,2650.0,1630.0,2450.0,890.0,63127.44004461796,0.2523364485981308,0.5981308411214953,0.1308411214953271,0.018691588785046728,South Euclid
44119,5,11,1,0,17,OH,2590.0,2010.0,880.0,370.0,310.0,40.0,40584.67741935484,0.29411764705882354,0.6470588235294118,0.05882352941176471,0.0,Cleveland
44120,10,32,2,2,46,OH,7120.0,4030.0,1470.0,780.0,1110.0,800.0,50081.64598301764,0.21739130434782608,0.6956521739130435,0.043478260869565216,0.043478260869565216,Cleveland
44121,19,29,1,2,51,OH,6260.0,4640.0,2580.0,1330.0,1310.0,170.0,47199.20196439533,0.3725490196078432,0.5686274509803921,0.0196078431372549,0.0392156862745098,South Euclid
44122,52,109,11,2,174,OH,4750.0,3130.0,2180.0,1500.0,2790.0,2500.0,88293.76854599408,0.2988505747126437,0.6264367816091954,0.06321839080459771,0.011494252873563218,Woodmere
44123,8,6,0,0,14,OH,3810.0,2860.0,1060.0,490.0,370.0,50.0,38425.925925925934,0.5714285714285714,0.42857142857142855,0.0,0.0,Euclid
44124,46,68,15,4,133,OH,6080.0,5040.0,3560.0,2250.0,2710.0,1500.0,69341.29612109745,0.3458646616541353,0.5112781954887218,0.11278195488721805,0.030075187969924814,Mayfield Heights
44125,14,19,2,0,35,OH,5820.0,4550.0,1930.0,870.0,680.0,60.0,40052.12077641984,0.4,0.5428571428571428,0.057142857142857134,0.0,Garfield Heights
44126,17,37,3,1,58,OH,2770.0,2290.0,1730.0,1090.0,1260.0,270.0,61689.691817215724,0.29310344827586204,0.6379310344827587,0.05172413793103448,0.017241379310344827,Fairview Park
44127,0,2,0,0,2,OH,1060.0,380.0,80.0,30.0,0.0,0.0,22661.290322580644,0.0,1.0,0.0,0.0,Cleveland
44128,6,14,3,1,24,OH,6840.0,4520.0,1380.0,470.0,290.0,20.0,31869.45266272189,0.25,0.5833333333333334,0.125,0.04166666666666666,Cleveland
44129,26,60,9,3,98,OH,5320.0,4640.0,2550.0,1370.0,1000.0,90.0,46242.484969939884,0.2653061224489796,0.6122448979591837,0.09183673469387756,0.030612244897959183,Cleveland
44130,51,95,8,3,157,OH,9700.0,7790.0,4800.0,2800.0,2360.0,280.0,49851.244139920665,0.3248407643312102,0.6050955414012739,0.050955414012738856,0.01910828025477707,Brooklyn
44131,13,28,8,2,51,OH,3220.0,2300.0,2020.0,1460.0,1960.0,500.0,69764.39790575916,0.2549019607843137,0.5490196078431373,0.1568627450980392,0.0392156862745098,Seven Hills
44132,3,3,1,0,7,OH,3310.0,2240.0,920.0,390.0,260.0,40.0,37150.83798882682,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,Euclid
44133,22,34,4,0,60,OH,4960.0,4010.0,2640.0,1830.0,2650.0,710.0,66220.23809523809,0.36666666666666653,0.5666666666666667,0.06666666666666668,0.0,North Royalton
44134,12,42,11,4,69,OH,7080.0,6120.0,3590.0,1900.0,1470.0,100.0,47094.02764067127,0.17391304347826084,0.6086956521739131,0.15942028985507245,0.05797101449275361,Parma
44135,15,28,6,1,50,OH,5700.0,3970.0,1750.0,760.0,450.0,30.0,37203.79146919432,0.3,0.56,0.12,0.02,Cleveland
44136,37,47,12,1,97,OH,3930.0,2710.0,2130.0,1640.0,2410.0,650.0,70629.17594654787,0.38144329896907214,0.4845360824742268,0.12371134020618554,0.010309278350515464,Strongsville
44137,5,9,0,0,14,OH,5270.0,3730.0,1450.0,560.0,350.0,0.0,35024.207746478874,0.35714285714285715,0.6428571428571429,0.0,0.0,Maple Heights
44138,9,14,2,0,25,OH,3540.0,2670.0,1950.0,1410.0,1940.0,380.0,65233.38940285954,0.36,0.56,0.08,0.0,Olmsted Township
44139,28,34,10,2,74,OH,3410.0,1870.0,1540.0,1250.0,2580.0,1680.0,91271.28953771289,0.3783783783783784,0.4594594594594595,0.13513513513513514,0.027027027027027032,Solon
44140,3,3,1,0,7,OH,1940.0,1120.0,1240.0,960.0,1870.0,880.0,90917.60299625467,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,Bay Village
44141,8,10,2,0,20,OH,1830.0,1010.0,960.0,850.0,1740.0,910.0,93647.2602739726,0.4,0.5,0.1,0.0,Brecksville
44142,7,11,5,0,23,OH,3920.0,3190.0,1740.0,900.0,640.0,30.0,44109.884836852216,0.3043478260869565,0.4782608695652174,0.21739130434782608,0.0,Brook Park
44143,12,35,5,0,52,OH,4140.0,2830.0,2020.0,1360.0,2110.0,800.0,69353.31825037707,0.2307692307692308,0.6730769230769231,0.09615384615384616,0.0,Cleveland
44144,16,34,2,1,53,OH,4430.0,3800.0,1770.0,800.0,500.0,50.0,41057.268722466964,0.3018867924528302,0.6415094339622641,0.03773584905660377,0.018867924528301886,Brooklyn
44145,49,98,13,4,164,OH,4930.0,3140.0,2710.0,1870.0,3040.0,2010.0,83100.28248587571,0.29878048780487804,0.5975609756097561,0.07926829268292683,0.024390243902439025,Westlake
44146,16,18,3,0,37,OH,6070.0,5150.0,2350.0,1070.0,800.0,80.0,41849.22680412371,0.4324324324324325,0.4864864864864865,0.08108108108108109,0.0,Oakwood Village
44147,14,20,2,2,38,OH,2960.0,2190.0,1590.0,1190.0,1980.0,790.0,76366.82242990655,0.3684210526315789,0.5263157894736842,0.05263157894736842,0.05263157894736842,Broadview Heights
44149,12,13,2,0,27,OH,2860.0,1830.0,1610.0,1320.0,2210.0,780.0,79830.34872761546,0.4444444444444444,0.4814814814814815,0.07407407407407407,0.0,Strongsville
44202,12,34,4,1,51,OH,2960.0,1800.0,1550.0,1190.0,2370.0,1010.0,83961.39705882352,0.2352941176470588,0.6666666666666666,0.0784313725490196,0.0196078431372549,Aurora
44212,22,29,8,2,61,OH,7390.0,5670.0,4100.0,2820.0,3370.0,390.0,59435.55181128896,0.3606557377049181,0.4754098360655738,0.13114754098360654,0.032786885245901634,Brunswick
44221,21,46,6,4,77,OH,5340.0,5290.0,2790.0,1270.0,890.0,70.0,44832.26837060703,0.2727272727272727,0.5974025974025974,0.07792207792207792,0.05194805194805195,Cuyahoga Falls
44223,12,24,5,3,44,OH,2920.0,2310.0,1690.0,1090.0,1260.0,360.0,62629.802699896165,0.2727272727272727,0.5454545454545454,0.11363636363636365,0.06818181818181818,Cuyahoga Falls
44224,21,44,7,1,73,OH,6130.0,4560.0,3260.0,2250.0,3230.0,700.0,64965.22603079981,0.2876712328767123,0.6027397260273972,0.0958904109589041,0.0136986301369863,Stow
44233,0,3,0,0,3,OH,1180.0,650.0,580.0,440.0,870.0,480.0,86755.95238095237,0.0,1.0,0.0,0.0,Hinckley
44234,1,0,1,0,2,OH,550.0,440.0,300.0,190.0,230.0,60.0,61158.19209039548,0.5,0.0,0.5,0.0,Burton
44236,27,56,10,0,93,OH,3200.0,1320.0,1310.0,1170.0,3190.0,2340.0,106723.86272944932,0.2903225806451613,0.6021505376344086,0.10752688172043012,0.0,Hudson
44240,33,74,13,5,125,OH,6370.0,3730.0,2250.0,1480.0,1830.0,340.0,53070.3125,0.264,0.5920000000000001,0.10400000000000001,0.04,Kent
44241,16,32,6,1,55,OH,3010.0,2560.0,1540.0,900.0,1020.0,130.0,53943.777292576415,0.2909090909090909,0.5818181818181818,0.10909090909090907,0.01818181818181818,Streetsboro
44253,1,1,0,0,2,OH,550.0,460.0,290.0,240.0,270.0,40.0,61486.48648648649,0.5,0.5,0.0,0.0,Litchfield
44255,2,1,1,0,4,OH,1330.0,1100.0,650.0,420.0,420.0,70.0,54072.681704260656,0.5,0.25,0.25,0.0,Mantua
44256,32,81,12,3,128,OH,9650.0,6280.0,4740.0,3670.0,5980.0,1940.0,73016.11903285803,0.25,0.6328125,0.09375,0.0234375,Medina
44260,0,1,0,0,1,OH,2310.0,1790.0,1190.0,770.0,720.0,130.0,54739.507959479015,0.0,1.0,0.0,0.0,Kent
44262,3,4,0,0,7,OH,770.0,630.0,460.0,320.0,420.0,70.0,63857.67790262173,0.42857142857142855,0.5714285714285714,0.0,0.0,Munroe Falls
44264,7,6,1,0,14,OH,400.0,300.0,230.0,170.0,270.0,120.0,77852.34899328859,0.5,0.42857142857142855,0.07142857142857142,0.0,Peninsula
44278,6,16,0,0,22,OH,3010.0,2210.0,1610.0,1130.0,1230.0,250.0,60063.5593220339,0.2727272727272727,0.7272727272727273,0.0,0.0,Tallmadge
44280,1,3,1,0,5,OH,770.0,620.0,440.0,420.0,540.0,110.0,70905.1724137931,0.2,0.6,0.2,0.0,Brunswick Hills
44281,1,0,0,0,1,OH,4570.0,3500.0,2490.0,1710.0,2480.0,720.0,67590.49773755656,1.0,0.0,0.0,0.0,Medina
44286,6,15,1,0,22,OH,920.0,580.0,430.0,360.0,550.0,500.0,89558.38323353294,0.2727272727272727,0.6818181818181818,0.045454545454545456,0.0,Richfield
44320,1,2,0,0,3,OH,4440.0,2620.0,980.0,440.0,340.0,50.0,35738.444193912066,0.3333333333333333,0.6666666666666666,0.0,0.0,Fairlawn
44321,2,4,1,1,8,OH,1910.0,1420.0,1130.0,920.0,1590.0,700.0,83670.14341590612,0.25,0.5,0.125,0.125,Copley
44333,30,38,6,3,77,OH,2510.0,1470.0,1290.0,1050.0,1950.0,1340.0,92247.65868886576,0.3896103896103896,0.4935064935064935,0.07792207792207792,0.03896103896103896,Fairlawn
44428,1,1,0,0,2,OH,630.0,420.0,230.0,120.0,110.0,0.0,43046.35761589404,0.5,0.5,0.0,0.0,Kinsman
45069,0,1,0,0,1,OH,7110.0,4810.0,3530.0,2920.0,5480.0,2000.0,79975.82205029014,0.0,1.0,0.0,0.0,Chester Township
45612,1,2,0,0,3,OH,830.0,560.0,300.0,130.0,110.0,0.0,40414.507772020734,0.3333333333333333,0.6666666666666666,0.0,0.0,Bainbridge
46501,0,1,0,0,1,IN,660.0,490.0,250.0,160.0,130.0,0.0,44822.485207100595,0.0,1.0,0.0,0.0,Argos
46773,1,1,0,0,2,IN,610.0,440.0,300.0,230.0,170.0,30.0,53932.58426966292,0.5,0.5,0.0,0.0,Monroeville
47250,23,18,4,1,46,IN,4020.0,2550.0,1420.0,930.0,980.0,210.0,50989.1196834817,0.5,0.39130434782608703,0.08695652173913042,0.021739130434782608,Madison
53207,1,0,0,0,1,WI,5700.0,5540.0,3410.0,1970.0,2020.0,230.0,54319.024907260195,1.0,0.0,0.0,0.0,Bayview
53508,4,3,0,1,8,WI,660.0,610.0,460.0,360.0,510.0,80.0,70102.61194029849,0.5,0.375,0.0,0.125,Paoli
53515,0,3,0,0,3,WI,330.0,270.0,220.0,170.0,210.0,60.0,70932.53968253969,0.0,1.0,0.0,0.0,Black Earth
53521,1,1,1,0,3,WI,500.0,380.0,270.0,240.0,390.0,80.0,73588.70967741935,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Brooklyn
53527,2,7,3,0,12,WI,1370.0,930.0,760.0,630.0,1300.0,270.0,79301.33079847909,0.16666666666666666,0.5833333333333334,0.25,0.0,Cottage Grove
53528,6,8,0,0,14,WI,800.0,650.0,450.0,390.0,660.0,190.0,77428.34394904459,0.42857142857142855,0.5714285714285714,0.0,0.0,Cross Plains
53529,0,2,1,0,3,WI,270.0,260.0,140.0,130.0,210.0,50.0,72877.35849056604,0.0,0.6666666666666666,0.3333333333333333,0.0,Dane
53532,6,6,3,1,16,WI,1910.0,1540.0,1050.0,1010.0,1570.0,260.0,73041.55313351499,0.375,0.375,0.1875,0.0625,DeForest
53558,8,11,0,0,19,WI,1530.0,1110.0,860.0,790.0,1450.0,330.0,79674.62932454696,0.42105263157894735,0.5789473684210527,0.0,0.0,Mc Farland
53562,43,79,12,5,139,WI,3520.0,2960.0,2030.0,1460.0,2830.0,1670.0,86497.92674498963,0.30935251798561153,0.5683453237410072,0.08633093525179858,0.03597122302158273,Middleton
53565,0,1,0,0,1,WI,780.0,600.0,360.0,260.0,310.0,60.0,58649.78902953588,0.0,1.0,0.0,0.0,Madison
53572,6,10,1,0,17,WI,1410.0,1020.0,680.0,560.0,1060.0,260.0,74423.84769539077,0.35294117647058826,0.5882352941176471,0.05882352941176471,0.0,Mount Horeb
53575,5,15,1,0,21,WI,2020.0,1500.0,1170.0,920.0,1910.0,540.0,81467.12158808933,0.2380952380952381,0.7142857142857143,0.047619047619047616,0.0,Oregon
53589,12,31,5,1,49,WI,3040.0,2340.0,1510.0,1210.0,1740.0,340.0,66011.78781925344,0.24489795918367346,0.6326530612244898,0.1020408163265306,0.020408163265306117,Stoughton
53590,34,56,8,1,99,WI,5360.0,4620.0,3110.0,2450.0,3990.0,870.0,71813.72549019607,0.3434343434343434,0.5656565656565656,0.08080808080808081,0.010101010101010102,Sun Prairie
53593,18,25,4,0,47,WI,2820.0,1960.0,1610.0,1320.0,3220.0,1560.0,95906.72538030424,0.3829787234042553,0.5319148936170213,0.0851063829787234,0.0,Verona
53597,17,9,0,2,28,WI,2420.0,1610.0,1070.0,1010.0,2350.0,1060.0,90690.6512605042,0.6071428571428571,0.32142857142857145,0.0,0.07142857142857142,Waunakee
53598,3,4,1,0,8,WI,390.0,390.0,260.0,190.0,350.0,60.0,73094.51219512195,0.375,0.5,0.125,0.0,De Forest
53703,79,174,29,5,287,WI,5400.0,3780.0,1950.0,1120.0,1420.0,510.0,54275.387870239785,0.27526132404181186,0.6062717770034843,0.1010452961672474,0.017421602787456445,Madison
53704,63,125,25,2,215,WI,8040.0,7490.0,4080.0,2370.0,2550.0,610.0,54842.879872712816,0.2930232558139535,0.5813953488372093,0.11627906976744184,0.009302325581395349,Madison
53705,26,57,3,2,88,WI,3270.0,2620.0,1830.0,1240.0,2410.0,1240.0,81958.76288659793,0.2954545454545455,0.6477272727272727,0.03409090909090909,0.022727272727272728,Madison
53706,9,8,0,0,17,WI,150.0,30.0,0.0,0.0,0.0,0.0,16666.666666666668,0.5294117647058824,0.4705882352941176,0.0,0.0,Madison
53711,33,68,15,4,120,WI,6540.0,5200.0,3590.0,2790.0,4840.0,1910.0,78357.45878568558,0.275,0.5666666666666667,0.125,0.03333333333333333,Madison
53713,8,42,5,2,57,WI,4700.0,4110.0,1460.0,600.0,560.0,160.0,41468.938740293364,0.14035087719298245,0.7368421052631579,0.08771929824561403,0.03508771929824561,Madison
53714,12,18,4,1,35,WI,2950.0,2760.0,1580.0,910.0,790.0,70.0,50193.15673289184,0.3428571428571429,0.5142857142857142,0.11428571428571427,0.028571428571428567,Madison
53715,25,50,6,3,84,WI,1850.0,970.0,530.0,320.0,320.0,80.0,46345.208845208836,0.2976190476190476,0.5952380952380952,0.07142857142857142,0.03571428571428571,Madison
53716,29,40,9,0,78,WI,2930.0,2620.0,1750.0,1350.0,1570.0,300.0,63961.501901140684,0.3717948717948718,0.5128205128205128,0.1153846153846154,0.0,Madison
53717,15,38,12,2,67,WI,1560.0,1300.0,1020.0,770.0,1320.0,640.0,84322.99546142209,0.22388059701492535,0.5671641791044776,0.1791044776119403,0.02985074626865672,Madison
53718,12,15,3,1,31,WI,1780.0,2180.0,1600.0,1150.0,1390.0,210.0,68065.58363417571,0.3870967741935484,0.4838709677419355,0.0967741935483871,0.03225806451612903,Madison
53719,50,79,23,5,157,WI,3970.0,4340.0,2860.0,1930.0,3020.0,590.0,69449.4314781568,0.3184713375796178,0.5031847133757962,0.1464968152866242,0.03184713375796178,Madison
53726,3,6,0,0,9,WI,760.0,310.0,170.0,100.0,370.0,270.0,82575.75757575758,0.3333333333333333,0.6666666666666666,0.0,0.0,Madison
54558,0,0,1,0,1,WI,420.0,300.0,170.0,100.0,130.0,40.0,56357.758620689645,0.0,0.0,1.0,0.0,Vilas
54849,0,1,0,0,1,WI,280.0,200.0,150.0,140.0,150.0,30.0,65921.05263157895,0.0,1.0,0.0,0.0,Hawthorne
60007,0,1,0,0,1,IL,5420.0,4050.0,2880.0,2040.0,3340.0,730.0,68343.71614301193,0.0,1.0,0.0,0.0,Elk Grove Villa
61801,27,72,11,1,111,IL,3790.0,2240.0,970.0,540.0,850.0,320.0,51291.61882893227,0.2432432432432433,0.6486486486486487,0.0990990990990991,0.009009009009009007,Urbana
61802,12,20,6,0,38,IL,3560.0,2520.0,1200.0,670.0,900.0,270.0,52097.039473684206,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.0,Urbana
61817,0,1,0,0,1,IL,380.0,290.0,190.0,170.0,180.0,0.0,57334.710743801654,0.0,1.0,0.0,0.0,Oakwood
61820,96,185,26,2,309,IL,4550.0,2630.0,1040.0,560.0,600.0,160.0,41876.31027253669,0.3106796116504854,0.5987055016181229,0.08414239482200647,0.0064724919093851144,Champaign
61821,34,45,2,1,82,IL,5390.0,3600.0,2020.0,1220.0,1460.0,500.0,54924.24242424241,0.4146341463414634,0.5487804878048781,0.024390243902439025,0.012195121951219513,Champaign
61822,34,51,3,1,89,IL,3090.0,2230.0,1610.0,1180.0,2320.0,1150.0,83041.88255613126,0.3820224719101124,0.5730337078651685,0.033707865168539325,0.011235955056179777,Champaign
